Entry	Taxonomic_lineage_PHYLUM	Taxonomic_lineage_SUPERKINGDOM	Taxonomic_lineage_CLASS	Gene_ontology_GO	Gene_ontology_biological_process	Gene_ontology_molecular_function	Gene_ontology_cellular_component	Gene_ontology_IDs	Protein_names	Protein_families	Cross_reference_eggNOG	Cross_reference_Gene3D	Cross_reference_HOGENOM	Cross_reference_OMA	Cross_reference_OrthoDB	Cross_reference_Pfam	Cross_reference_SMART	Cross_reference_SUPFAM
P11796	Streptophyta	Eukaryota	Magnoliopsida	mitochondrial matrix [GO:0005759]; metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	mitochondrial matrix [GO:0005759]	GO:0004784; GO:0005759; GO:0046872	Superoxide dismutase [Mn], mitochondrial (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
Q6IYF2	Chordata	Eukaryota	Actinopteri	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	None	2.60.40.200;	None	None	None	PF00080;	None	SSF49329;
D2DSG2	Streptophyta	Eukaryota	Magnoliopsida	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	None	2.60.40.200;	None	None	None	PF00080;	None	SSF49329;
F6JRN6	Streptophyta	Eukaryota	Magnoliopsida	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	None	2.60.40.200;	None	None	None	PF00080;	None	SSF49329;
I3VPJ9	Arthropoda	Eukaryota	Malacostraca	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	None	2.60.40.200;	None	None	None	PF00080;	None	SSF49329;
I3VPK0	Arthropoda	Eukaryota	Malacostraca	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
Q83AQ8	Proteobacteria	Bacteria	Gammaproteobacteria	integral component of membrane [GO:0016021]; periplasmic space [GO:0042597]; copper ion binding [GO:0005507]; superoxide dismutase activity [GO:0004784]; removal of superoxide radicals [GO:0019430]	removal of superoxide radicals [GO:0019430]	copper ion binding [GO:0005507]; superoxide dismutase activity [GO:0004784]	integral component of membrane [GO:0016021]; periplasmic space [GO:0042597]	GO:0004784; GO:0005507; GO:0016021; GO:0019430; GO:0042597	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	COG2032;	2.60.40.200;	CLU_056632_7_1_6;	EHGFNNP;	None	PF00080;	None	SSF49329;
A0A088MM36	Streptophyta	Eukaryota	Magnoliopsida	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
A0A088MAG2	Streptophyta	Eukaryota	Magnoliopsida	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
A0A0S2E8T0	Proteobacteria	Bacteria	Gammaproteobacteria	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
A0A1L5JYH9	Basidiomycota	Eukaryota	Microbotryomycetes	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
A0A0U1X631	Streptophyta	Eukaryota	Magnoliopsida	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	None	2.60.40.200;	None	None	None	PF00080;	None	SSF49329;
O78310	Streptophyta	Eukaryota	Magnoliopsida	apoplast [GO:0048046]; chloroplast [GO:0009507]; chloroplast stroma [GO:0009570]; thylakoid [GO:0009579]; copper ion binding [GO:0005507]; superoxide dismutase activity [GO:0004784]; cellular response to light intensity [GO:0071484]; cellular response to oxidative stress [GO:0034599]; cellular response to ozone [GO:0071457]; cellular response to salt stress [GO:0071472]; cellular response to sucrose stimulus [GO:0071329]; cellular response to UV-B [GO:0071493]; gene silencing by miRNA [GO:0035195]; removal of superoxide radicals [GO:0019430]; response to copper ion [GO:0046688]; response to iron ion [GO:0010039]; response to oxidative stress [GO:0006979]; response to salt stress [GO:0009651]	cellular response to light intensity [GO:0071484]; cellular response to oxidative stress [GO:0034599]; cellular response to ozone [GO:0071457]; cellular response to salt stress [GO:0071472]; cellular response to sucrose stimulus [GO:0071329]; cellular response to UV-B [GO:0071493]; gene silencing by miRNA [GO:0035195]; removal of superoxide radicals [GO:0019430]; response to copper ion [GO:0046688]; response to iron ion [GO:0010039]; response to oxidative stress [GO:0006979]; response to salt stress [GO:0009651]	copper ion binding [GO:0005507]; superoxide dismutase activity [GO:0004784]	apoplast [GO:0048046]; chloroplast [GO:0009507]; chloroplast stroma [GO:0009570]; thylakoid [GO:0009579]	GO:0004784; GO:0005507; GO:0006979; GO:0009507; GO:0009570; GO:0009579; GO:0009651; GO:0010039; GO:0019430; GO:0034599; GO:0035195; GO:0046688; GO:0048046; GO:0071329; GO:0071457; GO:0071472; GO:0071484; GO:0071493	Superoxide dismutase [Cu-Zn] 2, chloroplastic (EC 1.15.1.1) (Copper/zinc superoxide dismutase 2)	Cu-Zn superoxide dismutase family	KOG0441;	2.60.40.200;	CLU_056632_1_0_1;	DITYTDP;	1574423at2759;	PF00080;	None	SSF49329;
P11964	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	chloroplast [GO:0009507]	GO:0004784; GO:0009507; GO:0046872	Superoxide dismutase [Cu-Zn], chloroplastic (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	None	2.60.40.200;	None	None	None	PF00080;	None	SSF49329;
P24704	Streptophyta	Eukaryota	Magnoliopsida	cytosol [GO:0005829]; nucleus [GO:0005634]; copper ion binding [GO:0005507]; superoxide dismutase activity [GO:0004784]; cellular response to copper ion [GO:0071280]; cellular response to light intensity [GO:0071484]; cellular response to oxidative stress [GO:0034599]; cellular response to ozone [GO:0071457]; cellular response to salt stress [GO:0071472]; cellular response to sucrose stimulus [GO:0071329]; cellular response to UV-B [GO:0071493]; defense response to bacterium [GO:0042742]; gene silencing by miRNA [GO:0035195]; removal of superoxide radicals [GO:0019430]; response to copper ion [GO:0046688]; response to iron ion [GO:0010039]; response to oxidative stress [GO:0006979]; response to ozone [GO:0010193]; response to salt stress [GO:0009651]	cellular response to copper ion [GO:0071280]; cellular response to light intensity [GO:0071484]; cellular response to oxidative stress [GO:0034599]; cellular response to ozone [GO:0071457]; cellular response to salt stress [GO:0071472]; cellular response to sucrose stimulus [GO:0071329]; cellular response to UV-B [GO:0071493]; defense response to bacterium [GO:0042742]; gene silencing by miRNA [GO:0035195]; removal of superoxide radicals [GO:0019430]; response to copper ion [GO:0046688]; response to iron ion [GO:0010039]; response to oxidative stress [GO:0006979]; response to ozone [GO:0010193]; response to salt stress [GO:0009651]	copper ion binding [GO:0005507]; superoxide dismutase activity [GO:0004784]	cytosol [GO:0005829]; nucleus [GO:0005634]	GO:0004784; GO:0005507; GO:0005634; GO:0005829; GO:0006979; GO:0009651; GO:0010039; GO:0010193; GO:0019430; GO:0034599; GO:0035195; GO:0042742; GO:0046688; GO:0071280; GO:0071329; GO:0071457; GO:0071472; GO:0071484; GO:0071493	Superoxide dismutase [Cu-Zn] 1 (EC 1.15.1.1) (Copper/zinc superoxide dismutase 1)	Cu-Zn superoxide dismutase family	KOG0441;	2.60.40.200;	CLU_056632_4_1_1;	KWVAFHV;	1574423at2759;	PF00080;	None	SSF49329;
Q8YSZ1	Cyanobacteria	Bacteria	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase [Fe] (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	COG0605;	1.10.287.990;3.55.40.20;	None	KWGSFDK;	1440645at2;	PF02777;PF00081;	None	SSF46609;SSF54719;
O30970	Proteobacteria	Bacteria	Alphaproteobacteria	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase [Fe] (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
P09223	Proteobacteria	Bacteria	Gammaproteobacteria	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase [Fe] (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	COG0605;	1.10.287.990;3.55.40.20;	None	None	1440645at2;	PF02777;PF00081;	None	SSF46609;SSF54719;
P07632	Chordata	Eukaryota	Mammalia	axon cytoplasm [GO:1904115]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; dendrite cytoplasm [GO:0032839]; dense core granule [GO:0031045]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosome [GO:0005764]; mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; peroxisome [GO:0005777]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; secretory granule [GO:0030141]; chaperone binding [GO:0051087]; copper ion binding [GO:0005507]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; protein phosphatase 2B binding [GO:0030346]; small GTPase binding [GO:0031267]; superoxide dismutase activity [GO:0004784]; zinc ion binding [GO:0008270]; aging [GO:0007568]; anterograde axonal transport [GO:0008089]; auditory receptor cell stereocilium organization [GO:0060088]; cell aging [GO:0007569]; cellular iron ion homeostasis [GO:0006879]; cellular response to ATP [GO:0071318]; cellular response to cadmium ion [GO:0071276]; cellular response to oxidative stress [GO:0034599]; cellular response to potassium ion [GO:0035865]; embryo implantation [GO:0007566]; glutathione metabolic process [GO:0006749]; heart contraction [GO:0060047]; hydrogen peroxide biosynthetic process [GO:0050665]; locomotory behavior [GO:0007626]; muscle cell cellular homeostasis [GO:0046716]; myeloid cell homeostasis [GO:0002262]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cholesterol biosynthetic process [GO:0045541]; negative regulation of inflammatory response [GO:0050728]; negative regulation of neuron apoptotic process [GO:0043524]; neurofilament cytoskeleton organization [GO:0060052]; ovarian follicle development [GO:0001541]; peripheral nervous system myelin maintenance [GO:0032287]; positive regulation of catalytic activity [GO:0043085]; positive regulation of cytokine production [GO:0001819]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902177]; positive regulation of phagocytosis [GO:0050766]; positive regulation of superoxide anion generation [GO:0032930]; reactive oxygen species metabolic process [GO:0072593]; regulation of blood pressure [GO:0008217]; regulation of GTPase activity [GO:0043087]; regulation of mitochondrial membrane potential [GO:0051881]; regulation of multicellular organism growth [GO:0040014]; regulation of protein kinase activity [GO:0045859]; relaxation of vascular associated smooth muscle [GO:0060087]; removal of superoxide radicals [GO:0019430]; response to amphetamine [GO:0001975]; response to antibiotic [GO:0046677]; response to antipsychotic drug [GO:0097332]; response to axon injury [GO:0048678]; response to carbon monoxide [GO:0034465]; response to copper ion [GO:0046688]; response to ethanol [GO:0045471]; response to heat [GO:0009408]; response to hydrogen peroxide [GO:0042542]; response to nutrient levels [GO:0031667]; response to organic substance [GO:0010033]; response to oxidative stress [GO:0006979]; response to reactive oxygen species [GO:0000302]; response to superoxide [GO:0000303]; response to xenobiotic stimulus [GO:0009410]; retina homeostasis [GO:0001895]; retrograde axonal transport [GO:0008090]; sensory perception of sound [GO:0007605]; spermatogenesis [GO:0007283]; superoxide anion generation [GO:0042554]; superoxide metabolic process [GO:0006801]; transmission of nerve impulse [GO:0019226]	aging [GO:0007568]; anterograde axonal transport [GO:0008089]; auditory receptor cell stereocilium organization [GO:0060088]; cell aging [GO:0007569]; cellular iron ion homeostasis [GO:0006879]; cellular response to ATP [GO:0071318]; cellular response to cadmium ion [GO:0071276]; cellular response to oxidative stress [GO:0034599]; cellular response to potassium ion [GO:0035865]; embryo implantation [GO:0007566]; glutathione metabolic process [GO:0006749]; heart contraction [GO:0060047]; hydrogen peroxide biosynthetic process [GO:0050665]; locomotory behavior [GO:0007626]; muscle cell cellular homeostasis [GO:0046716]; myeloid cell homeostasis [GO:0002262]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cholesterol biosynthetic process [GO:0045541]; negative regulation of inflammatory response [GO:0050728]; negative regulation of neuron apoptotic process [GO:0043524]; neurofilament cytoskeleton organization [GO:0060052]; ovarian follicle development [GO:0001541]; peripheral nervous system myelin maintenance [GO:0032287]; positive regulation of catalytic activity [GO:0043085]; positive regulation of cytokine production [GO:0001819]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902177]; positive regulation of phagocytosis [GO:0050766]; positive regulation of superoxide anion generation [GO:0032930]; reactive oxygen species metabolic process [GO:0072593]; regulation of blood pressure [GO:0008217]; regulation of GTPase activity [GO:0043087]; regulation of mitochondrial membrane potential [GO:0051881]; regulation of multicellular organism growth [GO:0040014]; regulation of protein kinase activity [GO:0045859]; relaxation of vascular associated smooth muscle [GO:0060087]; removal of superoxide radicals [GO:0019430]; response to amphetamine [GO:0001975]; response to antibiotic [GO:0046677]; response to antipsychotic drug [GO:0097332]; response to axon injury [GO:0048678]; response to carbon monoxide [GO:0034465]; response to copper ion [GO:0046688]; response to ethanol [GO:0045471]; response to heat [GO:0009408]; response to hydrogen peroxide [GO:0042542]; response to nutrient levels [GO:0031667]; response to organic substance [GO:0010033]; response to oxidative stress [GO:0006979]; response to reactive oxygen species [GO:0000302]; response to superoxide [GO:0000303]; response to xenobiotic stimulus [GO:0009410]; retina homeostasis [GO:0001895]; retrograde axonal transport [GO:0008090]; sensory perception of sound [GO:0007605]; spermatogenesis [GO:0007283]; superoxide anion generation [GO:0042554]; superoxide metabolic process [GO:0006801]; transmission of nerve impulse [GO:0019226]	chaperone binding [GO:0051087]; copper ion binding [GO:0005507]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; protein phosphatase 2B binding [GO:0030346]; small GTPase binding [GO:0031267]; superoxide dismutase activity [GO:0004784]; zinc ion binding [GO:0008270]	axon cytoplasm [GO:1904115]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; dendrite cytoplasm [GO:0032839]; dense core granule [GO:0031045]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosome [GO:0005764]; mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; peroxisome [GO:0005777]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; secretory granule [GO:0030141]	GO:0000302; GO:0000303; GO:0001541; GO:0001819; GO:0001895; GO:0001975; GO:0002262; GO:0004784; GO:0005507; GO:0005576; GO:0005615; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005758; GO:0005764; GO:0005777; GO:0005829; GO:0005886; GO:0006749; GO:0006801; GO:0006879; GO:0006979; GO:0007283; GO:0007566; GO:0007568; GO:0007569; GO:0007605; GO:0007626; GO:0008089; GO:0008090; GO:0008217; GO:0008270; GO:0009408; GO:0009410; GO:0010033; GO:0019226; GO:0019430; GO:0019899; GO:0030141; GO:0030346; GO:0031045; GO:0031267; GO:0031410; GO:0031667; GO:0032287; GO:0032839; GO:0032930; GO:0032991; GO:0034465; GO:0034599; GO:0035865; GO:0040014; GO:0042542; GO:0042554; GO:0042802; GO:0043005; GO:0043025; GO:0043066; GO:0043085; GO:0043087; GO:0043410; GO:0043524; GO:0045471; GO:0045541; GO:0045859; GO:0046677; GO:0046688; GO:0046716; GO:0048678; GO:0050665; GO:0050728; GO:0050766; GO:0051087; GO:0051881; GO:0060047; GO:0060052; GO:0060087; GO:0060088; GO:0071276; GO:0071318; GO:0072593; GO:0097332; GO:1902177; GO:1904115	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	KOG0441;	2.60.40.200;	CLU_056632_4_1_1;	AQRGFHI;	1574423at2759;	PF00080;	None	SSF49329;
