Entry	Taxonomic_lineage_PHYLUM	Taxonomic_lineage_SUPERKINGDOM	Taxonomic_lineage_CLASS	Gene_ontology_GO	Gene_ontology_biological_process	Gene_ontology_molecular_function	Gene_ontology_cellular_component	Gene_ontology_IDs	Protein_names	Protein_families	Cross_reference_eggNOG	Cross_reference_Gene3D	Cross_reference_HOGENOM	Cross_reference_OMA	Cross_reference_OrthoDB	Cross_reference_Pfam	Cross_reference_SMART	Cross_reference_SUPFAM
M1VE66	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; metal ion binding [GO:0046872]	None	beta-lactamase activity [GO:0008800]; metal ion binding [GO:0046872]	None	GO:0008800; GO:0046872	Metallo-beta-lactamase NDM-8 (NDM-8 metallo-beta-lactamase)	None	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;
J7I0S9	Proteobacteria	Bacteria	Gammaproteobacteria	None	None	None	None	None	Beta-lactamase NDM-7 (Class B carbapenemase NDM-7) (Metallo-beta-lactamase NDM-7) (NDM-7) (NDM-7 metallo-beta-lactamase) (New Delhi metallo beta lactamase 7)	None	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;
H6WET3	Proteobacteria	Bacteria	Gammaproteobacteria	None	None	None	None	None	NDM-6 metallo-beta-lactamase (Fragment)	None	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;
A0A0F6N6D4	Proteobacteria	Bacteria	Gammaproteobacteria	None	None	None	None	None	New Delhi metallo-beta-lactamase 5 (Fragment)	None	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;
H6WZS9	Proteobacteria	Bacteria	Gammaproteobacteria	metal ion binding [GO:0046872]	None	metal ion binding [GO:0046872]	None	GO:0046872	Metallo-beta-lactamase NDM-4 (NDM-4) (New Delhi metallo-beta-lactamase NDM-4)	None	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;
I3VKD5	Proteobacteria	Bacteria	Gammaproteobacteria	metal ion binding [GO:0046872]	None	metal ion binding [GO:0046872]	None	GO:0046872	Metallo-beta-lactamase NDM-3 (NDM-3 metallo-beta-lactamase)	None	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;
F2YZ26	Proteobacteria	Bacteria	Gammaproteobacteria	None	None	None	None	None	Metallo-beta-lactamase NDM-2 (NDM-2) (NDM-2 metallo-beta-lactamase) (New Delhi metallo-beta-lactamase)	None	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;
C7C422	Proteobacteria	Bacteria	Gammaproteobacteria	periplasmic space [GO:0042597]; beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]	periplasmic space [GO:0042597]	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677	Metallo-beta-lactamase type 2 (EC 3.5.2.6) (B2 metallo-beta-lactamase) (Beta-lactamase type II) (Metallo-beta-lactamase NDM-1) (Metallo-beta-lactamase type II) (New Delhi metallo-beta-lactamase-1) (NDM-1)	Metallo-beta-lactamase superfamily, Class-B beta-lactamase family	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;
B6EPH0	Proteobacteria	Bacteria	Gammaproteobacteria	None	None	None	None	None	Putative metallo-beta-lactamase	None	COG1236;	3.60.15.10;	CLU_009673_5_0_6;	YLKAMLG;	580619at2;	PF10996;PF00753;PF07521;	SM01027;SM00849;	SSF56281;
B1MM83	Actinobacteria	Bacteria	Actinomycetia (high G+C Gram-positive bacteria)	None	None	None	None	None	Putative beta-lactamase	None	None	3.40.710.10;	None	FTTEYNH;	None	PF00144;	None	SSF56601;
E9RIT0	Proteobacteria	Bacteria	Gammaproteobacteria	None	None	None	None	None	Metallo-beta-lactamase	None	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;
P25910	Bacteroidetes	Bacteria	Bacteroidia	periplasmic space [GO:0042597]; beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]	periplasmic space [GO:0042597]	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677	Metallo-beta-lactamase type 2 (EC 3.5.2.6) (B2 metallo-beta-lactamase) (Beta-lactamase II) (Carbapenem and cephamycin resistance) (CCRA) (Cephalosporinase) (Imipenem-cefoxitin hydrolyzing enzyme) (Metallo-beta-lactamase type II) (Penicillinase) (Zinc-requiring beta-lactamase)	Metallo-beta-lactamase superfamily, Class-B beta-lactamase family	None	3.60.15.10;	None	None	None	None	SM00849;	SSF56281;
I6S7G0	Proteobacteria	Bacteria	Gammaproteobacteria	penicillin binding [GO:0008658]	None	penicillin binding [GO:0008658]	None	GO:0008658	Beta-lactamase OXA-229	None	None	3.40.710.10;	None	None	None	PF00905;	None	SSF56601;
Q8KRJ3	Proteobacteria	Bacteria	Gammaproteobacteria	metal ion binding [GO:0046872]	None	metal ion binding [GO:0046872]	None	GO:0046872	Beta-lactamase VIM-4 (Metallo-beta-lactamase) (Metallo-beta-lactamase VIM-4) (VIM-4)	None	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;
Q9RMI1	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]	None	GO:0008270; GO:0008800; GO:0017001; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Metallo-beta-lactamase superfamily, Class-B beta-lactamase family	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;
Q5U807	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]; antibiotic catabolic process [GO:0017001]	antibiotic catabolic process [GO:0017001]	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]	None	GO:0008270; GO:0008800; GO:0017001	IMP-18 (Metallo beta-lactamase) (Metallo-beta-lactamase IMP-18)	Metallo-beta-lactamase superfamily, Class-B beta-lactamase family	None	3.60.15.10;	None	None	None	None	SM00849;	SSF56281;
G9M9P7	Bacteroidetes	Bacteria	Flavobacteriia	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase class A (Extended-spectrum beta-lactamase)	None	None	3.40.710.10;	None	None	991474at2;	PF13354;	None	SSF56601;
Q8KQ59	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;
Q7WYA8	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]	None	GO:0008270; GO:0008800; GO:0017001; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Metallo-beta-lactamase superfamily, Class-B beta-lactamase family	None	3.60.15.10;	None	None	None	None	SM00849;	SSF56281;
Q970L2	Crenarchaeota	Archaea	Thermoprotei	zinc ion binding [GO:0008270]	None	zinc ion binding [GO:0008270]	None	GO:0008270	Metallo-beta-lactamase fold-containing protein ST1585 (Putative quorum sensing signal protein STK_15850)	Metallo-beta-lactamase superfamily	arCOG00505;	3.60.15.10;	None	GPRYIAY;	50620at2157;	PF00753;	SM00849;	SSF56281;
E7BCS7	Proteobacteria	Bacteria	Betaproteobacteria	beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]	None	GO:0008658; GO:0008800; GO:0017001; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-D beta-lactamase family	None	3.40.710.10;	None	None	None	PF00905;	None	SSF56601;
P0A3M1	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase SHV-5 (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;
Q6LBN9	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;
Q8RLA6	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]	None	beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]	None	GO:0008658; GO:0008800	Beta-lactamase (Carbapenem-hydrolyzing beta-lactamase OXA-40) (Carbapenem-hydrolyzing class D beta-lactamase OXA-24) (Carbapenem-hydrolyzing oxacillinase) (Carbapenem-hydrolyzing oxacillinase OXA-40) (Carbapenemase OXA-24) (Class D beta-lactamase OXA-40) (OXA-24 class D beta-lactamase) (EC 3.5.2.6) (OXA24 B-lactamase) (Oxa40)	None	None	3.40.710.10;	None	None	None	PF00905;	None	SSF56601;
P04190	Firmicutes	Bacteria	Bacilli	periplasmic space [GO:0042597]; beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]	periplasmic space [GO:0042597]	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677	Metallo-beta-lactamase type 2 (EC 3.5.2.6) (B2 metallo-beta-lactamase) (Beta-lactamase II) (Cephalosporinase) (Metallo-beta-lactamase type II) (Metallothioprotein beta-lactamase II) (Penicillinase) (Zinc-requiring beta-lactamase II)	Metallo-beta-lactamase superfamily, Class-B beta-lactamase family	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;
P14489	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]	None	GO:0008658; GO:0008800; GO:0017001; GO:0046677	Beta-lactamase OXA-10 (EC 3.5.2.6) (Beta-lactamase PSE-2)	Class-D beta-lactamase family	None	3.40.710.10;	None	None	None	PF00905;	None	SSF56601;
P05364	Proteobacteria	Bacteria	Gammaproteobacteria	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	outer membrane-bounded periplasmic space [GO:0030288]	GO:0008800; GO:0017001; GO:0030288; GO:0046677	Beta-lactamase (EC 3.5.2.6) (Cephalosporinase)	Class-C beta-lactamase family	None	3.40.710.10;	None	None	None	PF00144;	None	SSF56601;
P85302	Proteobacteria	Bacteria	Gammaproteobacteria	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	outer membrane-bounded periplasmic space [GO:0030288]	GO:0008800; GO:0017001; GO:0030288; GO:0046677	Beta-lactamase (EC 3.5.2.6) (Cephalosporinase)	Class-C beta-lactamase family	None	3.40.710.10;	None	None	None	PF00144;	None	SSF56601;
P52699	Proteobacteria	Bacteria	Gammaproteobacteria	periplasmic space [GO:0042597]; beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]	periplasmic space [GO:0042597]	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677	Metallo-beta-lactamase type 2 (EC 3.5.2.6) (B2 metallo-beta-lactamase) (BLA-IMP) (IMP-1) (Beta-lactamase type II) (Metallo-beta-lactamase type II)	Metallo-beta-lactamase superfamily, Class-B beta-lactamase family	None	3.60.15.10;	None	None	None	None	SM00849;	SSF56281;
Q59517	Actinobacteria	Bacteria	Actinomycetia (high G+C Gram-positive bacteria)	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6) (Penicillinase)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;
P16897	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase PSE-4 (EC 3.5.2.6) (Beta-lactamase CARB-1) (Carbenicillinase 1)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;
P00808	Firmicutes	Bacteria	Bacilli	plasma membrane [GO:0005886]; beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	plasma membrane [GO:0005886]	GO:0005886; GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6) (Penicillinase) [Cleaved into: Large exopenicillinase; Small exopenicillinase]	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;
Q670S6	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6) (Penicillinase)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;
B2BSN6	Proteobacteria	Bacteria	Gammaproteobacteria	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	outer membrane-bounded periplasmic space [GO:0030288]	GO:0008800; GO:0017001; GO:0030288; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-C beta-lactamase family	None	3.40.710.10;	None	None	None	PF00144;	None	SSF56601;
B5KLI1	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;
P94458	Firmicutes	Bacteria	Bacilli	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6) (Fragment)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;
Q47066	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase Toho-1 (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;
Q6XEC0	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]	None	GO:0008658; GO:0008800; GO:0017001; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-D beta-lactamase family	None	3.40.710.10;	None	None	None	PF00905;	None	SSF56601;
P9WKD3	Actinobacteria	Bacteria	Actinomycetia (high G+C Gram-positive bacteria)	extracellular region [GO:0005576]; periplasmic space [GO:0042597]; plasma membrane [GO:0005886]; beta-lactamase activity [GO:0008800]; cephalosporinase activity [GO:0033251]; penicillinase activity [GO:0033250]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; cephalosporinase activity [GO:0033251]; penicillinase activity [GO:0033250]	extracellular region [GO:0005576]; periplasmic space [GO:0042597]; plasma membrane [GO:0005886]	GO:0005576; GO:0005886; GO:0008800; GO:0030655; GO:0033250; GO:0033251; GO:0042597; GO:0046677	Beta-lactamase (EC 3.5.2.6) (Ambler class A beta-lactamase)	Class-A beta-lactamase family	COG2367;	3.40.710.10;	None	EWMKGNA;	None	PF13354;	None	SSF56601;
B1NLE9	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]; antibiotic catabolic process [GO:0017001]	antibiotic catabolic process [GO:0017001]	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]	None	GO:0008270; GO:0008800; GO:0017001	L1 beta-lactamase	Metallo-beta-lactamase superfamily, Class-B beta-lactamase family	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;
Q9RBQ1	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;
Q1KY81	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;
Q6D395	Proteobacteria	Bacteria	Gammaproteobacteria	None	None	None	None	None	Metallo-beta-lactamase	None	COG0491;	3.60.15.10;	CLU_066441_1_1_6;	None	733552at2;	PF00753;	SM00849;	SSF56281;
A8R403	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]	None	GO:0008270; GO:0008800; GO:0017001; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Metallo-beta-lactamase superfamily, Class-B beta-lactamase family	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;
P00811	Proteobacteria	Bacteria	Gammaproteobacteria	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	outer membrane-bounded periplasmic space [GO:0030288]	GO:0008800; GO:0017001; GO:0030288; GO:0046677	Beta-lactamase (EC 3.5.2.6) (Cephalosporinase)	Class-C beta-lactamase family	COG1680;	3.40.710.10;	CLU_020027_10_0_6;	ANRNYPN;	None	PF00144;	None	SSF56601;
B8R6A5	Proteobacteria	Bacteria	Betaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;
