Entry	Taxonomic_lineage_PHYLUM	Taxonomic_lineage_SUPERKINGDOM	Taxonomic_lineage_CLASS	Gene_ontology_GO	Gene_ontology_biological_process	Gene_ontology_molecular_function	Gene_ontology_cellular_component	Gene_ontology_IDs	Protein_names	Protein_families	Cross_reference_eggNOG	Cross_reference_Gene3D	Cross_reference_HOGENOM	Cross_reference_OMA	Cross_reference_OrthoDB	Cross_reference_Pfam	Cross_reference_SMART	Cross_reference_SUPFAM
B7XCV4	Proteobacteria	Bacteria	Betaproteobacteria	extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	carbohydrate binding [GO:0030246]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	extracellular region [GO:0005576]	GO:0004553; GO:0005576; GO:0005975; GO:0030246	Lysozyme-like chitinolytic enzyme	None	None	None	None	None	None	PF01464;	SM00495;	SSF51055;SSF53955;
F8WSQ4	Proteobacteria	Bacteria	Betaproteobacteria	extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	carbohydrate binding [GO:0030246]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	extracellular region [GO:0005576]	GO:0004553; GO:0005576; GO:0005975; GO:0030246	Chitinase	None	None	None	None	None	None	PF02839;PF00704;	SM00495;	SSF51055;SSF51445;
F8WSQ3	Proteobacteria	Bacteria	Betaproteobacteria	extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	carbohydrate binding [GO:0030246]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	extracellular region [GO:0005576]	GO:0004553; GO:0005576; GO:0005975; GO:0030246	Uncharacterized protein	None	None	None	None	None	None	PF02839;	SM00495;	SSF51055;
F8WSQ2	Proteobacteria	Bacteria	Betaproteobacteria	extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	extracellular region [GO:0005576]	GO:0004553; GO:0005576; GO:0005975; GO:0008061; GO:0030246	Family 18 chitinase	Glycosyl hydrolase 18 family	None	None	None	None	None	PF02839;PF00704;	SM00495;SM00636;	SSF51055;SSF51445;
F8WSQ1	Proteobacteria	Bacteria	Betaproteobacteria	extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	extracellular region [GO:0005576]	GO:0004553; GO:0005576; GO:0005975; GO:0008061; GO:0030246	Family 18 chitinase	None	None	3.10.50.10;	None	None	None	PF00704;	SM00495;SM00636;	SSF51055;SSF51445;
F8WSQ0	Proteobacteria	Bacteria	Betaproteobacteria	extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	extracellular region [GO:0005576]	GO:0004553; GO:0005576; GO:0005975; GO:0008061; GO:0030246	Family 18 chitinase	None	None	3.10.50.10;	None	None	None	PF02839;PF00704;	SM00495;SM00636;	SSF51055;SSF51445;SSF54556;
E5FGC5	Proteobacteria	Bacteria	Gammaproteobacteria	chitin binding [GO:0008061]; chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032]	carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	None	GO:0004568; GO:0005975; GO:0006032; GO:0008061	Chitinase	Glycosyl hydrolase 18 family, Chitinase class II subfamily	None	2.60.40.10;3.10.50.10;	None	None	None	PF08329;PF00704;	SM00636;SM00089;	SSF51445;SSF54556;SSF81296;
Q973G3	Crenarchaeota	Archaea	Thermoprotei	None	None	None	None	None	Kelch domain-containing protein STK_09390	None	arCOG05978;	2.120.10.80;2.60.40.10;	None	IELIAYN;	2185at2157;	PF00041;PF01344;	SM00060;SM00612;	SSF49265;SSF50965;
Q8U1H4	Euryarchaeota	Archaea	Thermococci	extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	extracellular region [GO:0005576]	GO:0004553; GO:0005576; GO:0005975; GO:0008061; GO:0030246	Putative chitinase	Glycosyl hydrolase 18 family, Chitinase class II subfamily	arCOG07581;	2.60.40.10;	CLU_803198_0_0_2;	None	44682at2157;	PF00704;	SM00495;SM00636;	SSF49265;SSF51055;SSF51445;
P29030	Nematoda (roundworms)	Eukaryota	Chromadorea	extracellular region [GO:0005576]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	extracellular region [GO:0005576]	GO:0000272; GO:0004568; GO:0005576; GO:0006032; GO:0008061	Endochitinase (EC 3.2.1.14) (MF1 antigen)	Glycosyl hydrolase 18 family, Chitinase class II subfamily	None	3.10.50.10;	CLU_002833_3_1_1;	QRFTDMV;	None	PF01607;PF00704;	SM00494;SM00636;	SSF51445;SSF54556;SSF57625;
P24626	Streptophyta	Eukaryota	Magnoliopsida	beta-N-acetylglucosaminidase activity [GO:0016231]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; endochitinase activity [GO:0008843]; amino sugar metabolic process [GO:0006040]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; defense response to fungus [GO:0050832]; polysaccharide catabolic process [GO:0000272]	amino sugar metabolic process [GO:0006040]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; defense response to fungus [GO:0050832]; polysaccharide catabolic process [GO:0000272]	beta-N-acetylglucosaminidase activity [GO:0016231]; chitinase activity [GO:0004568]; chitin binding [GO:0008061]; endochitinase activity [GO:0008843]	None	GO:0000272; GO:0004568; GO:0006032; GO:0006040; GO:0008061; GO:0008843; GO:0016231; GO:0016998; GO:0050832	Chitinase 3 (EC 3.2.1.14) (Basic endochitinase 1) (Class I chitinase c) (OsChia1c) (Pathogenesis related (PR)-3 chitinase 3)	Glycosyl hydrolase 19 family, Chitinase class I subfamily	KOG4742;	3.30.60.10;	CLU_045506_1_0_1;	GNFYSYN;	1132954at2759;	PF00187;PF00182;	SM00270;	SSF53955;SSF57016;
A6AUU6	None	None	None	None	None	None	None	None	Deleted.	None	None	None	None	None	None	None	None	None
P29029	Ascomycota	Eukaryota	Saccharomycetes	cellular bud neck [GO:0005935]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]; fungal-type vacuole [GO:0000324]; nuclear envelope [GO:0005635]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; endochitinase activity [GO:0008843]; cell wall organization [GO:0071555]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]; septum digestion after cytokinesis [GO:0000920]	cell wall organization [GO:0071555]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]; septum digestion after cytokinesis [GO:0000920]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]; endochitinase activity [GO:0008843]	cellular bud neck [GO:0005935]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]; fungal-type vacuole [GO:0000324]; nuclear envelope [GO:0005635]	GO:0000272; GO:0000324; GO:0000920; GO:0004568; GO:0005576; GO:0005635; GO:0005783; GO:0005935; GO:0006032; GO:0008061; GO:0008843; GO:0009277; GO:0071555	Endochitinase (EC 3.2.1.14) (Soluble cell wall protein 2)	Glycosyl hydrolase 18 family, Chitinase class V subfamily	KOG4701;	None	CLU_007818_7_0_1;	SSWSTMN;	None	PF03427;PF00704;	None	SSF51445;
D8V3F2	Firmicutes	Bacteria	Bacilli	extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	extracellular region [GO:0005576]	GO:0004553; GO:0005576; GO:0005975; GO:0008061; GO:0030246	Chitinase	Glycosyl hydrolase 18 family, Chitinase class II subfamily	None	2.60.40.10;3.10.50.10;	None	None	None	PF02839;PF00041;PF00704;	SM00495;SM00060;SM00636;	SSF49265;SSF51055;SSF51445;SSF54556;
B3A042	Streptophyta	Eukaryota	Magnoliopsida	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	None	GO:0004553; GO:0005975	Chitinase (EC 3.2.1.14)	Glycosyl hydrolase 18 family	None	None	None	None	923272at2759;	PF00704;	None	SSF51445;
P23951	Streptophyta	Eukaryota	Magnoliopsida	chitinase activity [GO:0004568]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; defense response [GO:0006952]; polysaccharide catabolic process [GO:0000272]	cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; defense response [GO:0006952]; polysaccharide catabolic process [GO:0000272]	chitinase activity [GO:0004568]	None	GO:0000272; GO:0004568; GO:0006032; GO:0006952; GO:0016998	26 kDa endochitinase 2 (EC 3.2.1.14) (CHI-26)	Glycosyl hydrolase 19 family, Chitinase class II subfamily	None	None	None	None	None	PF00182;	None	SSF53955;
D3YGV3	Actinobacteria	Bacteria	Actinomycetia (high G+C Gram-positive bacteria)	extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	carbohydrate binding [GO:0030246]; chitinase activity [GO:0004568]; chitin binding [GO:0008061]	extracellular region [GO:0005576]	GO:0004568; GO:0005576; GO:0005975; GO:0008061; GO:0030246	Chitinase B (EC 3.2.1.14)	Glycosyl hydrolase 18 family	None	3.10.50.10;	None	None	None	PF02839;PF00704;	SM00495;SM00636;	SSF51055;SSF51445;SSF54556;
Q0WT03	None	None	None	None	None	None	None	None	Merged into O81862.	None	None	None	None	None	None	None	None	None
Q43576	Streptophyta	Eukaryota	Magnoliopsida	extracellular region [GO:0005576]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032]	carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	extracellular region [GO:0005576]	GO:0004568; GO:0005576; GO:0005975; GO:0006032; GO:0008061	Chitinase, class V (chitotriosidase-1-like)	None	None	3.10.50.10;	None	FYYCSGG;	826687at2759;	PF00704;	SM00636;	SSF51445;SSF54556;
A9LI60	Ascomycota	Eukaryota	Sordariomycetes	extracellular region [GO:0005576]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	extracellular region [GO:0005576]	GO:0000272; GO:0004568; GO:0005576; GO:0006032; GO:0008061	Chitinase (EC 3.2.1.14)	Glycosyl hydrolase 18 family, Chitinase class V subfamily	None	3.10.50.10;	None	None	None	PF00704;	SM00636;	SSF51445;SSF54556;
Q8VQN1	Proteobacteria	Bacteria	Gammaproteobacteria	extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	carbohydrate binding [GO:0030246]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	extracellular region [GO:0005576]	GO:0004553; GO:0005576; GO:0005975; GO:0030246	Chitinase	None	None	2.60.40.10;	None	None	None	PF00704;	SM00495;SM00060;	SSF49265;SSF51055;SSF51445;
B5L0W0	Ascomycota	Eukaryota	Sordariomycetes	extracellular region [GO:0005576]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	extracellular region [GO:0005576]	GO:0000272; GO:0004568; GO:0005576; GO:0006032; GO:0008061	Chitinase (EC 3.2.1.14)	Glycosyl hydrolase 18 family, Chitinase class V subfamily	None	3.10.50.10;	None	None	None	PF00704;	SM00636;	SSF51445;SSF54556;
Q1EM71	Firmicutes	Bacteria	Bacilli	extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	carbohydrate binding [GO:0030246]; chitinase activity [GO:0004568]; chitin binding [GO:0008061]	extracellular region [GO:0005576]	GO:0004568; GO:0005576; GO:0005975; GO:0008061; GO:0030246	Chitinase (EC 3.2.1.14) (Putative chitinase B)	Glycosyl hydrolase 18 family, Chitinase class II subfamily	None	2.60.40.10;3.10.50.10;	None	VNDGPAY;	None	PF02839;PF00041;PF00704;	SM00495;SM00060;SM00636;	SSF49265;SSF51055;SSF51445;SSF54556;
C0JR29	Streptophyta	Eukaryota	Pinopsida	chitin binding [GO:0008061]; chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]	carbohydrate metabolic process [GO:0005975]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	None	GO:0004568; GO:0005975; GO:0006032; GO:0008061; GO:0016998	Class IV chitinase Chia4-Pa1 variant (Fragment)	None	None	3.30.60.10;	None	None	None	PF00187;PF00182;	SM00270;	SSF53955;SSF57016;
Q76EB5	Apicomplexa	Eukaryota	Aconoidasida	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	None	GO:0004553; GO:0005975	Chitinase	None	ENOG502QQ65;	None	CLU_421816_0_0_1;	ETYMIDI;	None	PF00704;	None	SSF51445;
C1K2M3	Streptophyta	Eukaryota	Magnoliopsida	chitin binding [GO:0008061]; chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; defense response [GO:0006952]	carbohydrate metabolic process [GO:0005975]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; defense response [GO:0006952]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	None	GO:0004568; GO:0005975; GO:0006032; GO:0006952; GO:0008061; GO:0016998	Class 1 chitinase	Glycosyl hydrolase 19 family, Chitinase class I subfamily	None	3.30.60.10;	None	None	None	PF00187;PF00182;	SM00270;	SSF53955;SSF57016;
B3VFX0	Streptophyta	Eukaryota	Magnoliopsida	chitin binding [GO:0008061]; chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]	carbohydrate metabolic process [GO:0005975]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	None	GO:0004568; GO:0005975; GO:0006032; GO:0008061; GO:0016998	Chi31 (Fragment)	None	None	3.30.60.10;	None	None	None	PF00187;PF00182;	SM00270;	SSF53955;SSF57016;
Q8ITU3	Arthropoda	Eukaryota	Malacostraca	extracellular region [GO:0005576]; chitin binding [GO:0008061]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	chitin binding [GO:0008061]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	extracellular region [GO:0005576]	GO:0004553; GO:0005576; GO:0005975; GO:0008061	Chitinase	Glycosyl hydrolase 18 family, Chitinase class II subfamily	None	3.10.50.10;	None	None	None	PF01607;PF00704;	SM00494;SM00636;	SSF51445;SSF54556;SSF57625;
Q546P8	Streptophyta	Eukaryota	Magnoliopsida	chitin binding [GO:0008061]; chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; defense response to fungus [GO:0050832]	carbohydrate metabolic process [GO:0005975]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; defense response to fungus [GO:0050832]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	None	GO:0004568; GO:0005975; GO:0006032; GO:0008061; GO:0016998; GO:0050832	Chitinase (Chitinase class I)	None	None	3.30.60.10;	CLU_045506_1_0_1;	None	None	PF00187;PF00182;	SM00270;	SSF53955;SSF57016;
Q4W6L6	Streptophyta	Eukaryota	Cycadopsida (cycads)	chitin binding [GO:0008061]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	chitin binding [GO:0008061]	None	GO:0005975; GO:0008061	Chitinase A	None	None	3.10.50.10;	None	None	None	PF00704;	SM00636;	SSF51445;SSF54556;
D3GG13	Chordata	Eukaryota	Mammalia	extracellular region [GO:0005576]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032]	carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	extracellular region [GO:0005576]	GO:0004568; GO:0005576; GO:0005975; GO:0006032; GO:0008061	Chitinase (EC 3.2.1.14)	Glycosyl hydrolase 18 family, Chitinase class II subfamily	None	3.10.50.10;	None	None	826687at2759;	PF01607;PF00704;	SM00636;	SSF51445;SSF54556;SSF57625;
Q2I0I7	Firmicutes	Bacteria	Bacilli	extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	extracellular region [GO:0005576]	GO:0004553; GO:0005576; GO:0005975; GO:0008061; GO:0030246	Chitinase	Glycosyl hydrolase 18 family, Chitinase class II subfamily	None	2.60.40.10;3.10.50.10;	None	None	None	PF02839;PF00041;PF00704;	SM00495;SM00060;SM00636;	SSF49265;SSF51055;SSF51445;SSF54556;
B7UB89	Firmicutes	Bacteria	Bacilli	extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	carbohydrate binding [GO:0030246]; chitinase activity [GO:0004568]; chitin binding [GO:0008061]	extracellular region [GO:0005576]	GO:0004568; GO:0005576; GO:0005975; GO:0008061; GO:0030246	Chitinase (EC 3.2.1.14) (Fragment)	Glycosyl hydrolase 18 family, Chitinase class II subfamily	None	2.60.40.10;3.10.50.10;	None	None	None	PF00041;PF00704;	SM00495;SM00060;SM00636;	SSF49265;SSF51055;SSF51445;SSF54556;
